id,Frase,coref id,
,tentang\IN,,
3958,Tata\NN Cara\NN Penghapusan\NN,,
,Piutang\NN,,
3959,Negara\NN /\Z Daerah\NN,,
,",\Z maka\SC telah\MD diamanatkan\VB pembentukan\NN",,
3960,oversight\FW commitee\FW,,
,bagi\IN,,
3961,restrukturisasi\NN dan\CC penyelesaian\NN,,
,kredit\NN bermasalah\VB .\Z,,
,Total\NN NPL\FW,,
3962,bank\NN nasional\JJ,,
,hingga\IN,,
3963,Juni\NNP 2007\CD,,
,mencapai\VB,,
3964,"Rp\SYM 49,7\CD triliun\CD",,
,dengan\SC,,
3965,62\CD persen\CD,,
,atau\CC,,
3966,"Rp\SYM 30,8\CD",,
,berasal\VB dari\IN,,
3967,bank\NN BUMN\NN,,
,.\Z,,
3968,Bank\NNP Mandiri\NNP,,
,menyumbang\VB NPL\FW terbanyak\JJ,,
3969,sebesar\JJ 56\CD persen\CD,,
,"dari\IN total\NN NPL\FW ,\Z",,
3970,Bank\NNP BNI\NNP,,
3971,23\CD persen\CD,,
3972,BRI\NNP,,
3973,17\CD persen\CD,,
3974,BTN\NNP,,
3975,"3,1\CD persen\CD",,
3976,PT\NNP Indofood\NNP Sukses\NNP Makmur\NNP Tbk\NNP,,
,telah\MD menyelesaikan\VB transaksi\NN akuisisi\NN 70\CD persen\CD saham\NN,,
3977,PT\NNP Mitra\NNP Inti\NNP Sejati\NNP Plantation\NNP,,
3978,MISP\NNP,,
3979,"Rp\SYM 66,5\CD miliar\CD",,
,",\Z dengan\SC",,
3980,akuisisi\NN ini\PR,,
,dilakukan\VB oleh\IN,,
3981,anak_perusahaan\NN Indofood\NNP,,
,yakni\SC,,
3982,PT\NNP Salim\NNP Ivomas\NNP Pratama\NNP,,
3983,SIMP\NNP,,
3984,1\CD Oktober\NNP 2007\CD,,
,.\Z,,
3985,Transaksi\NN pembelian\NN tersebut\PR,,
,telah\MD selesai\VB pada\IN,,
3986,1\CD Oktober\NNP 2007\CD,,
,",\Z karena\IN",,
3987,nya\PRP,,
3988,PT\NNP Mitra\NNP,,
3989,anak_perusahaan\NN SIMP\NNP,,
,",\Z kata\VB",,
3990,Sekretaris\NNP Perusahaan\NNP Indofood\NNP Werianty\NNP,,
,dalam\IN penjelasan\NN,,
3991,nya\PRP,,
,ke\IN,,
3992,Bursa\NNP Efek\NNP Jakarta\NNP,,
3993,BEJ\NNP,,
3994,Jakarta\NNP,,
3995,Rabu\NNP,,
,Berdasarkan\VB hasil\NN,,
3996,due\FW dilligence\FW,,
,",\Z",,
3997,luas\NN tanah\NN perkebunan\NN,,
,milik\NN,,
3998,PT\NNP Mitra\NNP,,
,mencapai\VB,,
3999,12.950\CD hektar\NND,,
,di\IN,,
4000,Kalimantan\NNP Barat\NNP,,
,.\Z,,
4001,Luas\NN ini\PR,,
,lebih\RB kecil\JJ dari\IN,,
4002,keterbukaan\NN informasi\NN,,
,yang\SC disampaikan\VB pada\IN,,
4003,14\CD Maret\NNP 2007\CD,,
,lalu\VB yakni\SC,,
4004,sekitar\RB 16.268\CD hektar\NND,,
,.\Z,,
4005,PT\NNP Bank\NNP Negara\NNP Indonesia\NNP Persero\NNP Tbk.\NNP,,
4006,BBNI\NNP,,
4007,penyertaan\NN modal\NN,,
,di\IN,,
4008,PT\NNP BNI\NNP Multifinance\NNP,,
4009,BNIMF\NNP,,
4010,pinjaman\NN BNIMF\NNP,,
,menjadi\VB modal\NN,,
4011,"sebesar\JJ 20,72\CD juta\CD dolar\NN AS\NNP",,
,atau\CC ekuivalen\JJ dengan\IN,,
4012,"Rp\SYM 188,32\CD miliar\CD",,
,",\Z",,
4013,demikian\PR,,
,dilaporkan\VB,,
4014,Wakil\NNP Pimpinan\NNP BNI\NNP Firman\NNP Wibowo\NNP,,
,kepada\IN Ketua\NN,,
4015,Bapepam\NNP -\NNP LK\NNP,,
,di\IN,,
4016,Jakarta\NNP,,
,",\Z",,
4017,Kamis\NNP,,
,.\Z,,
,Dengan\IN adanya\NN konversi\NN,,
4018,pinjaman\NN,,
,menjadi\VB,,
4019,modal\NN,,
,"tersebut\PR ,\Z maka\SC modal\NN disetor\VB",,
4020,BNIMF\NNP,,
,meningkat\VB dari\IN sebelum\SC,,
4021,nya\PRP,,
4022,Rp\SYM 220\CD miliar\CD,,
4023,"Rp\SYM 408,36\CD miliar\CD",,
,dengan\SC,,
4024,komposisi\NN pemegang_saham\NN,,
,BNIMF\NNP terdiri\VB dari\IN,,
4025,BNI\NNP,,
4026,"99,98\CD persen\CD",,
4027,Karyawan\NN BNIMF\NNP,,
4028,"0,02\CD persen\CD",,
4029,nya\PRP,,
,.\Z,,
,Selain\IN di\IN,,
4030,PT\NNP BNI\NNP Multifinance\NNP,,
,",\Z",,
4031,Bank\NNP BNI\NNP,,
,juga\RB memiliki\VB,,
4032,penyertaan\NN modal\NN,,
,di\IN,,
4033,PT\NNP BNI\NNP Securities\NNP,,
4034,"sebesar\JJ 99,85\CD persen\CD",,
4035,PT\NNP BNI\NNP Life\NNP Insurance\NNP,,
4036,"sebanyak\CD 59,78\CD persen\CD",,
4037,Menteri\NNP Keuangan\NNP Menkeu\NNP Sri\NNP Mulyani\NNP Indrawati\NNP,,
,mencabut\VB izin_usaha\NN,,
4038,PT\NNP Danamon\NNP Asuransi\NNP,,
,melalui\IN,,
4039,Keputusan\NNP Menteri\NNP Keuangan\NNP RI\NNP Nomor\NNP Kep\NNP -\NNP 176\NNP /\NNP KM.10\NNP /\NNP 7\NNP,,
,tanggal\NN 17\CD September\NNP 2007\CD .\Z,,
,Pemberitahuan\NN Badan\NNP Pengawas\NNP,,
4040,Pasar\NNP Modal\NNP,,
,dan\CC,,
4041,Lembaga\NNP Keuangan\NNP,,
4042,Bapepam\NNP -\NNP LK\NNP,,
4043,nya\PRP,,
,di\IN,,
4044,Jakarta\NNP,,
,",\Z",,
4045,Jumat\NNP,,
,",\Z menyebutkan\VB",,
4046,pencabutan\NN izin_usaha\NN itu\PR,,
,dikarenakan\VB,,
4047,adanya\NN pengembalian\NN izin_usaha\NN,,
,.\Z,,
,Sebelum\SC,,
4048,nya\PRP,,
,pada\IN,,
4049,29\CD September\NNP 2007\CD,,
,",\Z",,
4050,Bapepam\NNP -\NNP LK\NNP,,
,juga\RB mengumumkan\VB pencabutan\NN,,
4051,13\CD,,
,izin_usaha\NN perusahaan\NN yang\SC berkaitan\VB dengan\IN,,
4052,perasuransian\NN,,
,oleh\IN,,
4053,Menteri\NN Keuangan\NN,,
,.\Z,,
,Sebanyak\CD 11\CD,,
4054,izin\NN perusahaan\NN,,
,di\IN antara\NN,,
4055,nya\PRP,,
,",\Z sebagai\IN",,
4056,tindak_lanjut\NN pengenaan\NN sanksi\NN,,
4057,pengenaan\NN sanksi\NN,,
4058,Pembatasan\NN Kegiatan\NN Usaha\NN,,
4059,PKU\NN,,
4060,Perusahaan-perusahaan\NN tersebut\PR,,
,terdiri\VB dari\IN,,
4061,dua\CD perusahaan\NN,,
,di\IN bidang\NN,,
4062,pialang\NN asuransi\NN,,
,",\Z yaitu\SC",,
4063,PT\NNP Putera\NNP Master\NNP Insurance\NNP Broker\NNP,,
,dan\CC,,
4064,PT\NNP Esa\NNP Tama\NNP,,
,.\Z,,
4065,Tiga\CD perusahaan\NN,,
,di\IN bidang\NN,,
4066,konsultan\NN aktuaria\NN,,
,",\Z yakni\SC",,
4067,PT\NNP Adiprana\NNP Daya\NNP Aktuaria\NNP,,
,",\Z",,
4068,PT\NNP Jasa\NNP Aktuaria\NNP Hahade\NNP Hewitt\NNP,,
,",\Z dan\CC",,
4069,PT\NNP Sesindo\NNP Matra\NNP,,
,.\Z,,
4070,Enam\CD perusahaan\NN,,
,di\IN bidang\NN,,
4071,Penilai\NN Kerugian\NN Asuransi\NN,,
,",\Z yaitu\SC",,
4072,PT\NNP Aspac\NNP Insurance\NNP Adjuster\NNP,,
,",\Z",,
4073,PT\NNP Catur\NNP Dharma\NNP Karya\NNP,,
,",\Z",,
4074,PT\NNP First\NNP National\NNP Adjustment\NNP,,
,",\Z",,
4075,PT\NNP Manggala\NNP Pirsa\NNP Nusantara\NNP,,
,",\Z",,
4076,PT\NNP Piranti\NNP Nusa\NNP Arta\NNP Manunggal\NNP,,
,",\Z dan\CC",,
4077,PT\NNP Trias\NNP Adjastama\NNP,,
,.\Z,,
4078,Pencabutan\NN izin_usaha\NN,,
,atas\IN,,
4079,dua\CD,,
,perusahaan\NN lain\JJ,,
4080,nya\PRP,,
,dilakukan\VB berdasarkan\VB pengajuan\NN permohonan\NN,,
4081,pengembalian\NN izin_usaha\NN,,
,setelah\SC tidak\NEG berusaha\VB lagi\RB .\Z,,
4082,Perusahaan\NN tersebut\PR,,
,adalah\VB,,
4083,PT\NNP Dinamika\NNP Reinsurance\NNP Broker\NNP,,
4084,pialang\NN reasuransi\NN,,
4085,PT\NNP Primasindo\NNP Insurance\NNP Brokers\NNP,,
4086,pialang\NN asuransi\NN,,
4087,PT\NNP Truba\NNP Alam\NNP Manunggal\NNP Engineering\NNP,,
4088,TRUB\NNP,,
4089,pembelian\NN saham\NN,,
,atau\CC,,
4090,akuisisi\NN,,
4091,PT\NNP Meta\NNP Epsi\NNP,,
4092,"sebesar\JJ 28,91\CD persen\CD",,
,dengan\SC,,
4093,nilai\NN transaksi\NN,,
,mencapai\VB,,
4094,"6,251\CD juta\CD dolar\NN AS\NNP",,
,.\Z,,
4095,Sekretaris\NNP Perusahaan\NNP TRUB\NNP Jenty\NNP Tjandradjaja\NNP,,
,",\Z dalam\IN",,
4096,keterbukaan\NN informasi\NN,,
,di\IN,,
4097,Bursa\NNP Efek\NNP Jakarta\NNP,,
4098,BEJ\NNP,,
4099,Rabu\NNP,,
,",\Z mengatakan\VB ,\Z",,
4100,pembelian\NN ini\PR,,
,dalam\IN,,
4101,rangka\NN investasi\NN,,
,.\Z,,
,"Namun\CC ,\Z",,
4102,pihak\NN TRUB\NNP,,
,tidak\NEG menyebutkan\VB latar_belakang\NN,,
4103,kebijakan\NN investasi\NN tersebut\PR,,
,.\Z,,
4104,Perusahaan\NN jasa\NN pelayaran\NN,,
4105,PT\NNP Berlian\NNP Laju\NNP Tanker\NNP Tbk\NNP,,
4106,BLTA\NNP,,
,merencanakan\VB akuisisi\NN,,
4107,Chembulk\NNP Tankers\NNP LLC\NNP,,
4108,senilai\NN 850\CD juta\CD dolar\NN AS\NNP,,
4109,Chembulk\NNP Tankers\NNP,,
,merupakan\VB,,
4110,salah_satu\CD,,
,dari\IN,,
4111,10\CD,,
4112,perusahaan\NN pelayaran\NN terbesar\JJ,,
4113,dunia\NN,,
,yang\SC wilayah\NN operasi\NN,,
4114,nya\PRP,,
,di\IN,,
4115,berbagai\CD negara\NN,,
,dan\CC berkedudukan\VB,,
4116,hukum\NN,,
,di\IN,,
4117,Republik\NNP Marshall\NNP Islands\NNP,,
,",\Z kata\VB",,
4118,Direktur\NNP Keuangan\NNP BLTA\NNP,,
,",\Z",,
4119,Kevin\NNP Wong\NNP,,
,di\IN,,
4120,Jakarta\NNP,,
,",\Z",,
4121,Kamis\NNP,,
,.\Z,,
4122,Kevin\NNP,,
,mengatakan\VB,,
4123,perseroan\NN,,
,akan\MD meminjam\VB,,
4124,dana\NN,,
,dari\IN,,
4125,keempat\CD bank\NN tersebut\PR,,
,dengan\IN,,
4126,total\NN nilai\NN,,
4127,750\CD juta\CD dolar\NN AS\NNP,,
,Menurut\IN,,
4128,dia\PRP,,
,",\Z dengan\IN",,
4129,akuisisi\NN Chembulk\NNP,,
,",\Z maka\SC",,
4130,perseroan\NN,,
,akan\MD menjadi\VB,,
4131,perusahaan\NN kapal_tanker\NN terbesar\JJ,,
,ketiga\OD di\IN,,
4132,dunia\NN,,
,dalam\IN hal\NN,,
4133,jumlah\NN kapal\NN,,
,dan\CC,,
4134,kapasitas\NN muatan\NN,,
,.\Z,,
,Dengan\IN,,
4135,demikian\PR,,
,total\NN kapasitas\NN kapal_tanker\NN,,
4136,nya\PRP,,
,menjadi\VB,,
4137,820.600\CD,,
4138,DWT\NND,,
4139,dry\NND weigh\NND ton\NND,,
,dengan\SC,,
4140,pangsa_pasar\NN,,
4141,sekitar\RB 10\CD persen\CD,,
4142,nya\PRP,,
,.\Z,,
,Menurut\IN,,
4143,nya\PRP,,
,dengan\IN,,
4144,akuisisi\NN ini\PR,,
,diharapkan\VB,,
4145,perolehan\NN laba_bersih\NN perseroan\NN,,
,untuk\IN,,
4146,2007\CD,,
,dapat\MD meningkat\VB signifikan\JJ dari\IN,,
4147,70\CD juta\CD dolar\NN AS\NNP,,
,menjadi\VB,,
4148,120\CD juta\CD dolar\NN AS\NNP,,
,.\Z,,
,Mengenai\IN adanya\NN,,
4149,kehawatiran\NN,,
,tentang\IN besar\JJ,,
4150,nya\PRP,,
4151,utang\NN perseroan\NN,,
4152,Kevin\NNP,,
,"mengatakan\VB ,\Z",,
4153,hal\NN itu\PR,,
,"tidak\NEG perlu\MD dirisaukan\VB ,\Z karena\SC",,
4154,perseroan\NN,,
,"tidak\NEG hanya\RB mengutang\VB saja\RB ,\Z melainkan\CC juga\RB berbuat\VB",,
4155,sesuatu\PRP,,
,untuk\SC mengembalikan\VB rasio-rasio\NN utang\NN,,
4156,nya\PRP,,
,sehingga\SC kembali\RB menjadi\VB,,
4157,perusahaan\NN yang\SC sehat\JJ,,
,.\Z,,
4158,Dia\PRP,,
,menambahkan\VB,,
4159,perseroan\NN,,
,akan\MD menjual\VB,,
4160,4\CD unit\NND,,
,kapal_tanker\NN,,
4161,nya\PRP,,
,dengan\SC,,
4162,perkiraan\NN nilai\NN penjualan\NN,,
,keseluruhan\NN,,
4163,nya\PRP,,
4164,sekitar\RB 480\CD juta\CD dolar\NN AS\NNP,,
,Dengan\IN,,
4165,hasil\NN penjualan\NN ini\PR,,
,diharapkan\VB,,
4166,perseroan\NN,,
,dapat\MD menurunkan\VB,,
4167,ekposure\FW,,
,utang\NN,,
4168,nya\PRP,,
,",\Z sehingga\SC",,
4169,rasio\NN kinerja\NN perusahaan\NN,,
,"kembali\RB membaik\VB ,\Z ujar\VB",,
4170,nya\PRP,,
,.\Z,,
,Produksi\NN,,
4171,CPO\FW,,
4172,Crude\FW Palm\FW Oil\FW,,
4173,PT\NNP Astra\NNP Agro\NNP Lestari\NNP Tbk\NNP,,
4174,AALI\NNP,,
4175,Januari\NNP,,
,#NAME?,,
4176,September\NNP,,
,2007\CD mencapai\VB,,
4177,641.954\CD ton\NND,,
,",\Z yang\SC",,
4178,sebagian_besar\NN,,
4179,"73,3\CD persen\CD",,
4180,470.676\CD ton\NND,,
,adalah\VB,,
4181,Super\FW CPO\FW,,
,",\Z kata\VB",,
4182,Direktur\NNP AALI\NNP Santosa\NNP,,
,",\Z dalam\IN sebuah\NND pernyataan\NN",,
4183,nya\PRP,,
,di\IN,,
4184,Jakarta\NNP,,
,",\Z",,
4185,Kamis\NNP,,
,.\Z,,
,Pencapaian\NN produksi\NN,,
4186,CPO\FW,,
,AALI\NNP tersebut\PR karena\IN meningkatnya\NN,,
4187,TBS\NN,,
4188,Tandan\NN Buah\NN Segar\NN,,
4189,kuartal\NN ketiga\OD 2007\CD,,
,.\Z,,
,Sepanjang\IN,,
4190,Januari\NNP,,
,#NAME?,,
4191,September\NNP,,
,2007\CD,,
4192,produksi\NN TBS\NN,,
,AALI\NNP yang\SC dipanen\VB mencapai\VB,,
4193,2.618.080\CD ton\NND,,
,",\Z jelas\VB",,
4194,nya\PRP,,
,.\Z,,
4195,Produksi\NN TBS\NN,,
,"AALI\NNP tersebut\PR ,\Z kata\VB",,
4196,dia\PRP,,
,",\Z",,
4197,"49,6\CD persen\CD",,
,berasal\VB dari\IN,,
4198,Sumatera\NNP,,
,",\Z",,
4199,"29,6\CD persen\CD",,
,dari\IN,,
4200,Kalimantan\NNP,,
,dan\CC,,
4201,"20,9\CD persen\CD",,
,dari\IN,,
4202,Sulawesi\NNP,,
,.\Z,,
4203,Lembaga\NNP pemeringkat\NNP efek\NNP,,
,"Indonesia\NNP ,\Z",,
4204,Pefindo\NNP,,
,",\Z menegaskan\VB kembali\RB",,
4205,peringkat\NN idA-\SYM,,
,untuk\IN,,
4206,PT\NNP Lautan\NNP Luas\NNP Tbk\NNP,,
4207,LTLS\NNP,,
4208,Obligasi\NNP II\NNP /\NNP 2003\NNP,,
4209,sebesar\JJ Rp\SYM 300\CD miliar\CD,,
4210,24\CD Juni\NNP 2008\CD,,
,",\Z dan\CC memberikan\VB",,
4211,outlook\FW,,
,stabil\JJ untuk\IN,,
4212,peringkat\NN tersebut\PR,,
,.\Z,,
,Berdasarkan\VB,,
4213,laporan_keuangan\NN LTLS\NNP,,
,per\IN,,
4214,30\CD Juni\NNP 2007\CD,,
,",\Z outstanding\FW",,
4215,Obligasi\NNP II\NNP /\NNP 2003\NNP,,
4216,"hanya\RB Rp\SYM 246,76\CD miliar\CD",,
4217,beberapa\CD,,
,di\IN antara\NN,,
4218,nya\PRP,,
,"telah\MD dibeli\VB kembali\RB buy\FW back\FW ,\Z kata\VB",,
4219,Pefindo\NNP,,
,dalam\IN sebuah\NND pernyataan\NN,,
4220,nya\PRP,,
,di\IN,,
4221,Jakarta\NNP,,
,",\Z",,
4222,Kamis\NNP,,
,.\Z,,
,Menurut\IN,,
4223,Pefindo\NNP,,
,",\Z",,
4224,peringkat\NN tersebut\PR,,
,didukung\VB oleh\IN,,
4225,diversifikasi\NN produk\NN,,
,dan\CC,,
4226,pasar\NN LTLS\NNP,,
,"yang\SC baik\JJ ,\Z termasuk\VB operasional\JJ",,
4227,nya\PRP,,
,yang\SC terintegrasi\VB .\Z,,
,"Namun\CC ,\Z",,
4228,peringkat\NN tersebut\PR,,
,diperlemah\VB oleh\IN relatif\JJ tinggi\JJ,,
4229,nya\PRP,,
,level\NN,,
4230,leverage\FW,,
,LTLS\NNP dan\CC,,
4231,eksposure\FW,,
,perseroan\NN terhadap\IN,,
4232,fluktuasi\NN valuta\NN asing\JJ,,
,.\Z,,
4233,Perusahaan\NN,,
,didukung\VB oleh\IN,,
4234,jaringan\NN distribusi\NN,,
,"yang\SC luas\JJ ,\Z terdiri\VB dari\IN",,
4235,4\CD kantor_cabang\NN,,
,dan\CC,,
4236,8\CD kantor_perwakilan\NN,,
,di\IN,,
4237,luar\NN Indonesia\NNP,,
,seperti\IN di\IN,,
4238,"Singapura\NNP ,\Z Thailand\NNP dan\CC China\NNP",,
,.\Z,,
4239,Lembaga\NN pemeringkat\NN internasional\JJ,,
,",\Z",,
4240,Moody\NNP '\NNP s\NNP Investors\NNP Service\NNP,,
,menaikkan\VB peringkat\NN obligasi\NN,,
4241,pemerintah\NN Indonesia\NNP,,
,dengan\SC mengutip\VB rekam\VB,,
4242,jejak\NN,,
,dari\IN,,
4243,kebijakan\NN fiskal\JJ,,
,dan\CC lebih\RB baik\JJ,,
4244,nya\PRP,,
4245,posisi\NN eksternal\JJ,,
4246,reformasi\NN struktural\JJ,,
,dan\CC,,
4247,kebijakan\NN manajemen\NN,,
,yang\SC sehat\JJ .\Z,,
,Dalam\IN sebuah\NND pernyataan\NN,,
4248,nya\PRP,,
,yang\SC dikutip\VB,,
4249,Thomson\NNP Financial\NNP,,
,",\Z",,
4250,Kamis\NNP,,
,",\Z",,
4251,Moody\NNP '\NNP s\NNP,,
,menaikkan\VB,,
4252,peringkat\NN obligasi\NN pemerintah\NN,,
,dalam\IN,,
4253,mata_uang\NN asing\JJ dan\CC lokal\JJ,,
,menjadi\VB,,
4254,Ba3\SYM,,
,dari\IN,,
4255,B1\SYM,,
,.\Z,,
,Sementara\CC,,
4256,peringkat\NN batas\NN tertinggi\JJ,,
4257,obligasi\NN,,
4258,mata_uang\NN asing\JJ,,
,naik\VB menjadi\VB,,
4259,Ba2\SYM,,
,dari\IN,,
4260,Ba3\SYM,,
,.\Z,,
4261,Seluruh\CD,,
4262,'\Z outlook\FW '\Z,,
4263,prospek\NN,,
,untuk\IN,,
4264,peringkat\NN tersebut\PR,,
,adalah\VB stabil\JJ .\Z,,
4265,Apresiasi\NN nilai_tukar\NN,,
,juga\RB telah\MD membantu\VB mengurangi\VB,,
4266,rasio\NN utang\NN pemerintah\NN,,
,dari\IN,,
4267,posisi\NN tertinggi\JJ,,
4268,100\CD persen\CD,,
4269,PDB\NN,,
,pada\IN,,
4270,2000\CD,,
,menjadi\VB diharapkan\VB,,
4271,34\CD persen\CD,,
,pada\IN,,
4272,2008\CD,,
,",\Z kata\VB",,
4273,Aninda\NNP Mitra\NNP,,
,",\Z",,
4274,analis\NNP Moody\NNP '\NNP s\NNP,,
,untuk\IN,,
4275,Indonesia\NNP,,
,.\Z,,
4276,Mitra\NNP,,
,menambahkan\VB bahwa\SC,,
4277,penurunan\NN tajam\JJ,,
,dalam\IN,,
4278,subsidi\NN harga\NN minyak\NN,,
,dan\CC,,
4279,tumbuhnya\NN kepercayaan\NN fiskal\JJ,,
,pada\IN,,
4280,utang\NN,,
,dalam\IN,,
4281,mata_uang\NN lokal\JJ,,
,dengan\IN,,
4282,bunga\NN tetap\RB,,
,telah\MD mengurangi\VB,,
4283,vulnerability\FW,,
,sifat\NN rentan\JJ terserang\VB terhadap\IN guncangan\NN,,
4284,bunga\NN,,
,atau\CC,,
4285,harga\NN domestik\JJ,,
,yang\SC mendadak\RB .\Z,,
4286,Perusahaan\NN investasi\NN,,
,asal\IN,,
4287,Kepulauan\NNP Seycheles\NNP,,
,",\Z",,
4288,Pinnacle\NNP Limited\NNP,,
,",\Z berencana\VB mengakuisisi\VB",,
4289,seluruh\CD,,
,saham\NN,,
4290,PT\NNP Toba\NNP Pulp\NNP Lestari\NNP Tbk.\NNP,,
4291,sebanyak\CD 1.260.420.864\CD lembar\NND,,
4292,saham\NN,,
,dengan\IN harga\NN,,
4293,Rp\SYM 500\CD,,
,per\IN,,
4294,saham\NN,,
,atau\CC,,
4295,"setara\NN Rp\SYM 630,2\CD miliar\CD",,
,.\Z,,
4296,Rencana\NN akuisisi\NN itu\PR,,
,memang\RB benar\JJ .\Z,,
4297,Pinnacle\NNP,,
,juga\RB ingin\RB membeli\VB pada\IN harga\NN,,
4298,Rp\SYM 500\CD,,
,per\IN,,
4299,saham\NN,,
,",\Z kata\VB",,
4300,Direktur\NNP Toba\NNP Pulp\NNP,,
,",\Z",,
4301,Firman\NNP Mulya\NNP Nauli\NNP,,
,di\IN,,
4302,Jakarta\NNP,,
,",\Z",,
4303,Jumat\NNP,,
,.\Z,,
,Kabar\NN,,
4304,rencana\NN akuisisi\NN,,
4305,Toba\NNP Pulp\NNP,,
4306,Pinnacle\NNP,,
,sudah\MD berhembus\VB sejak\IN,,
4307,awal\NN Oktober\NNP,,
,lalu\VB .\Z,,
,Namun\CC baik\CC,,
4308,Toba\NNP Pulp\NNP,,
,maupun\CC,,
4309,Pinnacle\NNP,,
,belum\NEG memberikan\VB keterangan\NN,,
4310,apa\WH pun\RP,,
,.\Z,,
,Ketika\SC,,
4311,hal\NN itu\PR,,
,"dikonfirmasi\VB ,\Z",,
4312,Direktur\NNP Toba\NNP Pulp\NNP Firman\NNP Mulya\NNP Nauli\NNP,,
,membenarkan\VB perihal\NN,,
4313,rencana\NN akuisisi\NN,,
4314,Toba\NNP Pulp\NNP,,
4315,Pinnacle\NNP,,
,.\Z,,
4316,Hal\NN senada\JJ,,
,juga\RB dikatakan\VB,,
4317,Vice\NNP President\NNP Coporate\NNP Affair\NNP,,
4318,Raja\NNP Garuda\NNP Mas\NNP,,
4319,RGM\NNP,,
4320,Tjandra\NNP Putra\NNP,,
,Kendati\SC sempat\MD membantah\VB,,
4321,nya\PRP,,
,",\Z namun\CC",,
4322,Tjandra\NNP,,
,akhir\RB,,
4323,nya\PRP,,
,mengakui\VB jika\SC memang\RB,,
4324,Pinnacle\NNP,,
,berencana\VB mengakuisisi\VB,,
4325,Toba\NNP Pulp\NNP,,
,.\Z,,
,Namun\CC menurut\IN,,
4326,nya\PRP,,
,",\Z",,
4327,pihak\NN RGM\NNP,,
,masih\MD mengkaji\VB,,
4328,tawaran\NN,,
,dari\IN,,
4329,Pinnacle\NNP,,
,.\Z,,
4330,Rencana\NN akuisisi\NN ini\PR,,
4331,sendiri\PRP,,
4332,kini\NN,,
,belum\NEG dilaporkan\VB kepada\IN,,
4333,Badan\NNP Pengawas\NNP Pasar\NNP Modal\NNP,,
,",\Z maupun\CC otoritas\NN",,
4334,Bursa\NNP Efek\NNP Surabaya\NNP,,
4335,BES\NNP,,
4336,Toba\NNP Pulp\NNP,,
,mencatatkan\VB saham\NN,,
4337,nya\PRP,,
,.\Z,,
4338,Toba\NNP Pulp\NNP,,
,yang\SC,,
4339,dahulu\NN,,
,bernama\VB,,
4340,PT\NNP Inti\NNP Indorayon\NNP,,
,dikenal\VB sebagai\IN,,
4341,perusahaan\NN bubur\NN kertas\NN,,
,milik\NN konglomerat\NN,,
4342,Sukanto\NNP Tanoto\NNP,,
,.\Z,,
,Perusahaan\NN yang\SC berlokasi\VB di\IN,,
4343,Sumatera\NNP Utara\NNP,,
,tersebut\PR dituding\VB menjadi\VB penyebab\NN tercemarnya\NN,,
4344,Danau\NNP Toba\NNP,,
,",\Z dan\CC",,
4345,penggundulan_hutan\NN,,
,di\IN,,
4346,kawasan\NN hulu_sungai\NN,,
,Asahan\NNP .\Z,,
4347,Perusahaan\NN ini\PR,,
,juga\RB sempat\MD berhenti\VB beroperasi\VB sejak\IN,,
4348,tahun\NN 1998\CD,,
,",\Z dan\CC baru\MD mulai\MD beroperasi\VB pada\IN",,
4349,Maret\NNP 2003\CD,,
,.\Z,,
,Bahkan\RB,,
4350,pabrik\NN ini\PR,,
,pernah\MD digugat\VB pailit\JJ oleh\IN sejumlah\CD kreditor\NN,,
4351,nya\PRP,,
,",\Z lantaran\SC tidak\NEG membayar\VB utang\NN",,
4352,sebesar\JJ 500\CD juta\CD dolar\NN AS\NNP,,
,.\Z,,
,Kenaikan\NN,,
4353,harga\NN minyak\NN dunia\NN,,
4354,saat\NN ini\PR,,
4355,tahun\NN 2008\CD,,
,sehingga\SC target\NN,,
4356,nya\PRP,,
,bisa\MD lebih\RB rendah\JJ dari\IN,,
4357,proyeksi\NN semula\NN,,
4358,"6,5\CD persen\CD",,
4359,Deputi\NNP Gubernur\NNP Senior\NNP BI\NNP Miranda\NNP Goeltom\NNP,,
,dalam\IN,,
4360,diskusi\NN meja\NN bundar\JJ,,
,di\IN,,
4361,BI\NNP,,
4362,Jakarta\NNP,,
4363,Rabu\NNP,,
,mengatakan\VB dengan\IN kenaikan\NN,,
4364,harga\NN minyak\NN dunia\NN,,
,akan\MD mengakibatkan\VB,,
4365,penurunan\NN konsumsi\NN swasta\JJ,,
4366,sejalan\NN,,
4367,penurunan\NN daya_beli\NN,,
,akibat\IN,,
4368,kenaikan\NN inflasi\NN,,
,dan\CC,,
4369,dampak\NN langsung\RB,,
,kenaikan\NN,,
4370,harga\NN barang\NN impor\NN,,
,.\Z,,
,Dengan\IN,,
4371,demikian\PR,,
,",\Z lanjut\VB",,
4372,nya\PRP,,
,",\Z",,
4373,penurunan\NN permintaan\NN domestik\JJ,,
,yang\SC cukup\RB kuat\JJ akan\MD mempengaruhi\VB,,
4374,penurunan\NN pertumbuhan_ekonomi\NN 2008\CD,,
,meski\SC ekspor\NN,,
4375,netto\FW,,
,meningkat\VB akibat\IN,,
4376,pertumbuhan\NN relatif\JJ stabil\JJ,,
,sedangkan\CC,,
4377,impor\NN,,
,menurun\VB .\Z,,
,Sementara\SC,,
4378,itu\PR,,
4379,tekanan\NN inflasi\NN,,
4380,sendiri\PRP,,
,didorong\VB oleh\IN kenaikan\NN,,
4381,harga\NN minyak\NN dunia\NN,,
